@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute inputs-26 numeric
@attribute inputs-27 numeric
@attribute inputs-28 numeric
@attribute inputs-29 numeric
@attribute inputs-30 numeric
@attribute inputs-31 numeric
@attribute inputs-32 numeric
@attribute inputs-33 numeric
@attribute inputs-34 numeric
@attribute inputs-35 numeric
@attribute inputs-36 numeric
@attribute inputs-37 numeric
@attribute inputs-38 numeric
@attribute inputs-39 numeric
@attribute inputs-40 numeric
@attribute inputs-41 numeric
@attribute inputs-42 numeric
@attribute inputs-43 numeric
@attribute inputs-44 numeric
@attribute inputs-45 numeric
@attribute inputs-46 numeric
@attribute inputs-47 numeric
@attribute inputs-48 numeric
@attribute inputs-49 numeric
@attribute inputs-50 numeric
@attribute inputs-51 numeric
@attribute inputs-52 numeric
@attribute inputs-53 numeric
@attribute inputs-54 numeric
@attribute inputs-55 numeric
@attribute inputs-56 numeric
@attribute inputs-57 numeric
@attribute inputs-58 numeric
@attribute inputs-59 numeric
@attribute inputs-60 numeric
@attribute inputs-61 numeric
@attribute inputs-62 numeric
@attribute inputs-63 numeric
@attribute inputs-64 numeric
@attribute inputs-65 numeric
@attribute inputs-66 numeric
@attribute inputs-67 numeric
@attribute inputs-68 numeric
@attribute inputs-69 numeric
@attribute inputs-70 numeric
@attribute inputs-71 numeric
@attribute inputs-72 numeric
@attribute inputs-73 numeric
@attribute inputs-74 numeric
@attribute inputs-75 numeric
@attribute inputs-76 numeric
@attribute inputs-77 numeric
@attribute inputs-78 numeric
@attribute inputs-79 numeric
@attribute inputs-80 numeric
@attribute inputs-81 numeric
@attribute inputs-82 numeric
@attribute inputs-83 numeric
@attribute inputs-84 numeric
@attribute inputs-85 numeric
@attribute inputs-86 numeric
@attribute inputs-87 numeric
@attribute inputs-88 numeric
@attribute inputs-89 numeric
@attribute inputs-90 numeric
@attribute inputs-91 numeric
@attribute inputs-92 numeric
@attribute inputs-93 numeric
@attribute inputs-94 numeric
@attribute inputs-95 numeric
@attribute inputs-96 numeric
@attribute inputs-97 numeric
@attribute inputs-98 numeric
@attribute inputs-99 numeric
@attribute inputs-100 numeric
@attribute inputs-101 numeric
@attribute inputs-102 numeric
@attribute inputs-103 numeric
@attribute inputs-104 numeric
@attribute inputs-105 numeric
@attribute inputs-106 numeric
@attribute inputs-107 numeric
@attribute inputs-108 numeric
@attribute inputs-109 numeric
@attribute inputs-110 numeric
@attribute inputs-111 numeric
@attribute inputs-112 numeric
@attribute inputs-113 numeric
@attribute inputs-114 numeric
@attribute inputs-115 numeric
@attribute inputs-116 numeric
@attribute inputs-117 numeric
@attribute inputs-118 numeric
@attribute inputs-119 numeric
@attribute inputs-120 numeric
@attribute inputs-121 numeric
@attribute inputs-122 numeric
@attribute inputs-123 numeric
@attribute inputs-124 numeric
@attribute inputs-125 numeric
@attribute inputs-126 numeric
@attribute inputs-127 numeric
@attribute inputs-128 numeric
@attribute outputs-1 {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20}

@data
11,'2017/10/15 15:19:08:799',1,-72.47747,-70.730385,-68.93261,-68.399963,-68.097137,-66.898148,-64.819954,-64.24073,-66.487137,-75.231133,-72.95459,-65.208664,-63.12899,-63.003342,-65.008011,-66.310242,-65.394295,-71.89489,-71.609383,-64.072441,-61.622974,-60.894413,-62.036312,-56.870285,-54.463875,-57.556774,-57.259392,-52.591129,-52.923836,-50.247433,-45.999374,-45.649811,-46.435959,-44.382481,-44.087669,-46.803188,-48.80526,-48.144958,-49.270737,-51.405323,-49.383125,-46.470989,-45.477627,-46.477989,-49.072987,-51.905254,-56.569641,-58.836533,-50.605312,-48.582077,-49.036854,-50.304817,-53.336056,-53.104465,-51.587807,-55.638596,-65.316902,-53.047451,-49.008636,-47.839909,-49.206703,-53.999592,-70.684052,-56.847057,-52.476158,-52.57008,-56.160877,-64.250305,-64.25914,-57.279354,-54.864792,-55.561329,-59.098515,-64.304817,-67.199242,-67.273254,-62.822166,-59.133232,-58.912647,-64.684196,-73.232788,-63.267326,-63.394749,-65.081436,-69.679321,-68.466164,-63.912731,-65.527145,-60.08152,-57.478951,-60.256973,-66.588104,-62.885284,-60.869221,-60.916153,-62.434109,-62.702484,-59.933903,-58.252563,-59.493774,-65.057838,-64.672989,-61.313198,-62.258846,-65.557762,-67.268845,-65.708183,-69.092323,-68.694481,-64.699242,-69.40136,-70.28508,-63.762527,-64.101402,-68.795807,-74.074699,-71.969635,-70.504616,-68.89119,-68.201752,-68.619614,-68.94809,-69.123138,-69.204506,-69.240608,-69.259354,-69.278465,-69.285324,?
12,'2017/10/15 15:19:08:905',1,-71.839134,-73.167114,-74.951042,-72.91301,-69.227966,-65.147141,-62.549042,-62.055828,-62.702618,-65.725914,-72.460594,-66.572395,-69.506462,-66.512199,-57.442177,-54.350426,-54.459858,-56.747097,-59.871033,-60.425316,-56.865303,-54.585728,-52.757442,-51.362823,-50.818855,-49.4884,-48.937904,-50.335815,-50.297531,-52.093643,-47.430965,-45.202332,-38.863148,-33.628815,-32.928886,-37.103512,-49.667088,-46.138008,-46.547436,-50.167294,-57.523529,-49.38472,-45.072388,-42.600754,-39.989456,-40.131832,-44.885258,-63.774109,-48.587273,-44.401489,-44.479099,-46.988811,-49.230221,-51.985844,-54.736107,-52.120403,-48.84938,-45.302563,-41.889156,-40.537037,-41.724216,-46.043957,-52.290947,-53.926792,-54.745995,-50.930752,-53.473484,-54.382404,-47.972034,-46.450134,-46.405647,-46.192242,-46.590187,-48.889603,-54.563881,-63.996162,-63.849464,-61.711834,-59.053753,-59.957443,-67.129669,-65.981529,-55.15097,-50.941795,-49.621136,-48.661915,-47.03458,-47.303688,-51.343292,-53.487465,-49.781857,-49.926826,-50.730198,-48.624516,-48.262852,-51.98975,-59.527695,-58.889915,-59.723637,-55.720234,-54.171112,-56.697769,-62.528618,-64.504387,-59.865784,-57.337582,-60.436848,-73.982979,-57.387646,-54.899025,-56.202076,-57.394348,-55.99614,-55.260002,-56.382679,-59.706493,-64.012779,-64.263008,-64.089867,-63.80764,-62.919479,-63.361229,-63.594849,-63.234894,-63.119091,-63.172901,-63.20826,-63.191757,?
13,'2017/10/15 15:19:09:011',1,-57.825939,-57.915962,-58.897385,-59.863251,-59.325821,-58.761909,-58.534561,-59.922615,-61.538944,-61.067516,-58.667789,-53.921417,-51.37138,-53.01033,-62.81712,-54.656063,-51.288548,-54.587605,-59.0672,-52.687542,-51.6828,-50.16547,-48.050716,-50.807625,-51.082066,-45.265938,-41.28294,-37.702484,-34.966267,-34.363235,-36.914822,-35.148861,-32.978809,-32.782578,-28.52529,-26.621294,-28.911215,-36.876057,-43.353855,-39.695087,-41.968609,-40.937485,-40.28138,-45.552975,-48.744095,-44.777367,-47.703037,-51.237301,-48.328178,-47.120338,-48.797375,-50.919411,-49.885437,-53.175587,-47.179939,-39.598045,-37.1255,-37.811241,-38.82658,-39.313015,-42.333523,-44.26453,-42.668137,-44.734093,-53.416901,-52.379711,-44.778774,-40.939892,-38.346169,-38.298897,-42.007401,-42.880188,-40.545746,-43.697319,-57.103413,-47.683578,-43.98365,-42.573109,-42.416206,-43.613552,-46.228687,-48.984619,-53.113647,-55.139366,-55.025948,-48.876701,-43.237724,-43.090958,-44.152809,-41.051628,-41.70039,-51.456577,-49.567192,-45.868202,-50.73103,-54.454929,-48.63475,-46.710548,-46.905228,-48.546158,-49.541939,-50.380272,-57.017708,-54.496807,-49.058281,-49.243355,-50.580147,-55.200108,-58.350185,-50.661713,-52.325233,-51.523399,-48.16621,-49.37788,-49.52877,-48.646988,-52.079647,-58.056061,-56.225674,-56.741936,-56.864319,-56.420185,-56.541309,-56.413971,-56.357479,-56.34716,-56.331169,-56.334011,?
14,'2017/10/15 15:19:09:117',1,-57.825939,-57.915962,-58.897385,-59.863251,-59.325821,-58.761909,-58.534561,-59.922615,-61.538944,-61.067516,-58.667789,-53.921417,-51.37138,-53.01033,-62.81712,-54.656063,-51.288548,-54.587605,-59.0672,-52.687542,-51.6828,-50.16547,-48.050716,-50.807625,-51.082066,-45.265938,-41.28294,-37.702484,-34.966267,-34.363235,-36.914822,-35.148861,-32.978809,-32.782578,-28.52529,-26.621294,-28.911215,-36.876057,-43.353855,-39.695087,-41.968609,-40.937485,-40.28138,-45.552975,-48.744095,-44.777367,-47.703037,-51.237301,-48.328178,-47.120338,-48.797375,-50.919411,-49.885437,-53.175587,-47.179939,-39.598045,-37.1255,-37.811241,-38.82658,-39.313015,-42.333523,-44.26453,-42.668137,-44.734093,-53.416901,-52.379711,-44.778774,-40.939892,-38.346169,-38.298897,-42.007401,-42.880188,-40.545746,-43.697319,-57.103413,-47.683578,-43.98365,-42.573109,-42.416206,-43.613552,-46.228687,-48.984619,-53.113647,-55.139366,-55.025948,-48.876701,-43.237724,-43.090958,-44.152809,-41.051628,-41.70039,-51.456577,-49.567192,-45.868202,-50.73103,-54.454929,-48.63475,-46.710548,-46.905228,-48.546158,-49.541939,-50.380272,-57.017708,-54.496807,-49.058281,-49.243355,-50.580147,-55.200108,-58.350185,-50.661713,-52.325233,-51.523399,-48.16621,-49.37788,-49.52877,-48.646988,-52.079647,-58.056061,-56.225674,-56.741936,-56.864319,-56.420185,-56.541309,-56.413971,-56.357479,-56.34716,-56.331169,-56.334011,?
15,'2017/10/15 15:19:09:223',1,-72.055077,-70.20388,-70.295227,-74.033524,-70.500664,-69.170967,-69.221901,-64.379158,-68.629471,-65.299934,-57.182289,-54.658138,-52.813812,-52.720135,-57.986179,-67.242668,-53.683002,-49.46312,-50.039127,-57.357922,-52.943573,-50.146988,-50.36874,-49.761345,-53.155552,-47.917183,-43.138214,-43.336109,-46.032677,-42.272911,-35.425823,-34.000374,-41.017181,-39.244843,-31.801704,-30.512468,-31.613754,-35.519711,-40.955692,-37.005566,-36.692493,-39.411926,-43.557816,-54.035038,-47.005547,-45.032341,-49.98521,-46.967846,-43.085831,-43.870216,-48.611019,-52.71624,-48.104908,-45.656082,-45.599064,-41.379269,-37.300049,-36.798882,-39.910133,-46.526398,-56.825878,-66.330803,-87.951973,-51.307556,-46.070427,-47.121727,-52.530697,-54.834335,-51.354218,-46.871021,-43.911617,-42.643154,-45.151066,-62.203983,-47.466179,-44.947128,-48.117737,-56.432842,-57.468666,-47.916,-42.075012,-39.621441,-41.568233,-52.166271,-48.532383,-45.453079,-43.422741,-42.475643,-45.848671,-52.313179,-55.82378,-46.312904,-42.176514,-42.750957,-47.395988,-56.835266,-61.556664,-59.176151,-77.661217,-54.475784,-51.375866,-51.471619,-50.360035,-47.195179,-46.631779,-52.343082,-58.961166,-49.175976,-46.547241,-45.733131,-48.464718,-54.572784,-49.885544,-51.18187,-66.554871,-58.600903,-59.874985,-63.708988,-64.685112,-66.947304,-64.169365,-65.37532,-65.642303,-65.82563,-66.089165,-65.979836,-65.911209,-65.883484,?
16,'2017/10/15 15:19:09:323',1,-76.383095,-74.886635,-69.697876,-66.563583,-65.21682,-63.792061,-62.354286,-64.658241,-81.38987,-68.509102,-78.586807,-62.299809,-56.25008,-56.544868,-64.066208,-62.918217,-59.305191,-61.714294,-60.96703,-55.864513,-54.271194,-57.595718,-69.159386,-67.938774,-58.696381,-54.692028,-54.707382,-52.54229,-49.174896,-46.177631,-44.528374,-40.585094,-37.802242,-39.524513,-50.897099,-47.979294,-45.840084,-51.223198,-48.109295,-45.6632,-44.119423,-42.846054,-44.369526,-50.603916,-47.742783,-44.320843,-44.683971,-46.313686,-45.187397,-44.576057,-48.540878,-56.092579,-48.889687,-47.844833,-51.531525,-45.128719,-39.710915,-38.963306,-44.18211,-53.53933,-42.753109,-43.971237,-54.055748,-53.547112,-50.866138,-50.417877,-48.407738,-46.516037,-46.487038,-46.712955,-45.79015,-42.966427,-40.331184,-40.610737,-44.974014,-48.604107,-44.253292,-43.686852,-45.370872,-46.313347,-47.922306,-50.998829,-49.622097,-48.382309,-53.028103,-62.085976,-53.007896,-52.070698,-46.918877,-45.734169,-49.365055,-57.636665,-62.233044,-56.303375,-53.638828,-55.806099,-64.803841,-63.814377,-59.332527,-56.082275,-53.827557,-53.014027,-53.165455,-54.818974,-58.009651,-60.970619,-67.264381,-66.555077,-55.807632,-52.453457,-53.525166,-60.111904,-69.136055,-63.065105,-60.337524,-60.732014,-62.428181,-60.425297,-60.422142,-61.982479,-62.540096,-62.18774,-62.105396,-62.235531,-62.270119,-62.304996,-62.315647,-62.332775,?
17,'2017/10/15 15:19:09:424',1,-76.383095,-74.886635,-69.697876,-66.563583,-65.21682,-63.792061,-62.354286,-64.658241,-81.38987,-68.509102,-78.586807,-62.299809,-56.25008,-56.544868,-64.066208,-62.918217,-59.305191,-61.714294,-60.96703,-55.864513,-54.271194,-57.595718,-69.159386,-67.938774,-58.696381,-54.692028,-54.707382,-52.54229,-49.174896,-46.177631,-44.528374,-40.585094,-37.802242,-39.524513,-50.897099,-47.979294,-45.840084,-51.223198,-48.109295,-45.6632,-44.119423,-42.846054,-44.369526,-50.603916,-47.742783,-44.320843,-44.683971,-46.313686,-45.187397,-44.576057,-48.540878,-56.092579,-48.889687,-47.844833,-51.531525,-45.128719,-39.710915,-38.963306,-44.18211,-53.53933,-42.753109,-43.971237,-54.055748,-53.547112,-50.866138,-50.417877,-48.407738,-46.516037,-46.487038,-46.712955,-45.79015,-42.966427,-40.331184,-40.610737,-44.974014,-48.604107,-44.253292,-43.686852,-45.370872,-46.313347,-47.922306,-50.998829,-49.622097,-48.382309,-53.028103,-62.085976,-53.007896,-52.070698,-46.918877,-45.734169,-49.365055,-57.636665,-62.233044,-56.303375,-53.638828,-55.806099,-64.803841,-63.814377,-59.332527,-56.082275,-53.827557,-53.014027,-53.165455,-54.818974,-58.009651,-60.970619,-67.264381,-66.555077,-55.807632,-52.453457,-53.525166,-60.111904,-69.136055,-63.065105,-60.337524,-60.732014,-62.428181,-60.425297,-60.422142,-61.982479,-62.540096,-62.18774,-62.105396,-62.235531,-62.270119,-62.304996,-62.315647,-62.332775,?
18,'2017/10/15 15:19:09:530',1,-57.957016,-57.904526,-56.722042,-55.615479,-55.416874,-55.94635,-55.985897,-54.591103,-54.689995,-56.092796,-55.444267,-56.277309,-57.943844,-52.435753,-52.50032,-55.045326,-48.168377,-46.979549,-50.467339,-52.960968,-54.629528,-58.205284,-65.027122,-56.350967,-48.429882,-45.927071,-45.860615,-51.576298,-50.916142,-41.335827,-36.772205,-34.017345,-30.755083,-26.489319,-24.572756,-26.029953,-31.616289,-43.604633,-39.496059,-36.897701,-38.413353,-39.247028,-41.476196,-52.163708,-42.376751,-43.051109,-47.907959,-43.214226,-39.80743,-39.814079,-43.970409,-50.345615,-50.933342,-47.149742,-40.820015,-36.992081,-36.622211,-37.129265,-35.339455,-34.789185,-36.118919,-38.51646,-39.581768,-39.744629,-43.793995,-43.135735,-40.717323,-43.855732,-59.38168,-47.248047,-42.07597,-42.034363,-45.452587,-50.663536,-50.361519,-46.583179,-47.280159,-54.304031,-50.331955,-47.035706,-45.941105,-45.604427,-45.926796,-45.572933,-46.042389,-46.166519,-46.305504,-49.004059,-49.431156,-46.893627,-46.076809,-46.773716,-49.29129,-52.163521,-49.944489,-49.336514,-46.090282,-42.45013,-42.196831,-45.014297,-50.902958,-55.985447,-49.884972,-49.044559,-51.927517,-52.100082,-51.028362,-54.213558,-65.227554,-57.480076,-53.850525,-54.006687,-57.007893,-60.110466,-59.981007,-60.630245,-62.170208,-63.894032,-63.806099,-63.522209,-65.898254,-67.632286,-66.586525,-66.80127,-66.867813,-67.010895,-67.079567,-67.087425,?
19,'2017/10/15 15:19:09:632',1,-50.504391,-51.107883,-51.577774,-50.111008,-49.064114,-49.323513,-49.245361,-47.377518,-45.952534,-47.545292,-52.276699,-52.481453,-54.459255,-55.720154,-47.401123,-45.12228,-46.134724,-47.203739,-48.758121,-49.713181,-45.195431,-43.810921,-42.470676,-40.205833,-41.255074,-47.447685,-42.891708,-38.705086,-37.833347,-40.402882,-50.408722,-33.838188,-30.681349,-29.382629,-26.038137,-24.975914,-27.47151,-32.187515,-33.224289,-32.981735,-34.707729,-37.044621,-33.606609,-31.890158,-33.566952,-37.423733,-40.335884,-40.979042,-41.095974,-38.58672,-36.107529,-37.007053,-42.10849,-51.466702,-46.844791,-41.935143,-39.141373,-38.866093,-40.888817,-45.407124,-49.989868,-49.174805,-54.839745,-46.366024,-42.259743,-44.392883,-61.020859,-40.564121,-37.251602,-37.926956,-37.875687,-35.909794,-35.629265,-37.218895,-38.638939,-38.310089,-38.064812,-40.183075,-49.788296,-45.646816,-38.68597,-37.909294,-41.857353,-54.016651,-47.611462,-43.580574,-40.095764,-38.94672,-41.871098,-52.593971,-43.143211,-39.299942,-39.785439,-42.506695,-43.103088,-42.924732,-45.22813,-49.280155,-57.493099,-54.407745,-46.209942,-43.687534,-44.195683,-48.482849,-48.277637,-44.687778,-47.737076,-57.695538,-45.841099,-43.175182,-43.41692,-45.399746,-48.273338,-52.747459,-60.669209,-55.620411,-54.903698,-55.424118,-55.299255,-56.237537,-57.772713,-58.627426,-58.381718,-58.353893,-58.723354,-59.112217,-59.169788,-59.166046,?
20,'2017/10/15 15:19:09:738',1,-72.537926,-72.245827,-71.546303,-72.643692,-75.755577,-76.762573,-80.001823,-77.880402,-77.135826,-86.94574,-80.15506,-74.738541,-74.560043,-75.774841,-77.164978,-72.032845,-65.663033,-64.593979,-67.948174,-71.266876,-69.508896,-69.689957,-67.836891,-65.898422,-68.522423,-86.713928,-67.72998,-64.521317,-61.136383,-53.34293,-50.651848,-51.478153,-44.796349,-40.121986,-39.358768,-42.182789,-49.593082,-70.988235,-63.484138,-63.617409,-58.528046,-56.562195,-57.325474,-55.770298,-54.913399,-59.952927,-62.792458,-56.102329,-56.076431,-59.892529,-65.873749,-66.091347,-63.323818,-58.795296,-54.66515,-52.792923,-53.804535,-59.001926,-81.524628,-65.3237,-68.596184,-74.679268,-65.403046,-61.506226,-59.048191,-60.742188,-65.842354,-68.225395,-67.134956,-69.092171,-80.524231,-65.208252,-61.177525,-63.089886,-75.471237,-69.741318,-66.783257,-66.75489,-80.196365,-67.480293,-65.165695,-70.617416,-74.041756,-71.968246,-76.115906,-81.646812,-73.739716,-72.427223,-70.067986,-71.803497,-68.522987,-69.843391,-84.568451,-73.804192,-68.896179,-68.278641,-74.607376,-83.739746,-77.332878,-73.711792,-75.004051,-86.485001,-79.044479,-72.234833,-71.426971,-74.281464,-86.058846,-74.683022,-71.823097,-71.93972,-71.390709,-75.920502,-81.649567,-75.770401,-75.716591,-80.530602,-79.719002,-78.356499,-79.411339,-79.050484,-79.472397,-79.188408,-79.313248,-79.215004,-79.332001,-79.242844,-79.31147,-79.253235,?
21,'2017/10/15 15:19:09:839',1,-72.537926,-72.245827,-71.546303,-72.643692,-75.755577,-76.762573,-80.001823,-77.880402,-77.135826,-86.94574,-80.15506,-74.738541,-74.560043,-75.774841,-77.164978,-72.032845,-65.663033,-64.593979,-67.948174,-71.266876,-69.508896,-69.689957,-67.836891,-65.898422,-68.522423,-86.713928,-67.72998,-64.521317,-61.136383,-53.34293,-50.651848,-51.478153,-44.796349,-40.121986,-39.358768,-42.182789,-49.593082,-70.988235,-63.484138,-63.617409,-58.528046,-56.562195,-57.325474,-55.770298,-54.913399,-59.952927,-62.792458,-56.102329,-56.076431,-59.892529,-65.873749,-66.091347,-63.323818,-58.795296,-54.66515,-52.792923,-53.804535,-59.001926,-81.524628,-65.3237,-68.596184,-74.679268,-65.403046,-61.506226,-59.048191,-60.742188,-65.842354,-68.225395,-67.134956,-69.092171,-80.524231,-65.208252,-61.177525,-63.089886,-75.471237,-69.741318,-66.783257,-66.75489,-80.196365,-67.480293,-65.165695,-70.617416,-74.041756,-71.968246,-76.115906,-81.646812,-73.739716,-72.427223,-70.067986,-71.803497,-68.522987,-69.843391,-84.568451,-73.804192,-68.896179,-68.278641,-74.607376,-83.739746,-77.332878,-73.711792,-75.004051,-86.485001,-79.044479,-72.234833,-71.426971,-74.281464,-86.058846,-74.683022,-71.823097,-71.93972,-71.390709,-75.920502,-81.649567,-75.770401,-75.716591,-80.530602,-79.719002,-78.356499,-79.411339,-79.050484,-79.472397,-79.188408,-79.313248,-79.215004,-79.332001,-79.242844,-79.31147,-79.253235,?
22,'2017/10/15 15:19:34:038',2,-69.87027,-68.206757,-65.015411,-59.612663,-54.951756,-52.937943,-53.674248,-57.303959,-64.558937,-75.917358,-74.991898,-71.853355,-71.946815,-72.527733,-71.713409,-71.581123,-68.002441,-65.985527,-68.313644,-72.642609,-66.988327,-64.862244,-66.113037,-70.424614,-78.364334,-81.165398,-75.662964,-72.778717,-71.665779,-68.124153,-67.698021,-71.0298,-68.743889,-65.989937,-66.824547,-71.660751,-82.534187,-80.399254,-84.064522,-89.967842,-79.728981,-79.087143,-81.859489,-82.268761,-81.495949,-82.379295,-85.578346,-89.171288,-87.427025,-86.071426,-86.392365,-89.622757,-95.286293,-93.557014,-93.992126,-92.066643,-89.856628,-93.430267,-92.088005,-84.726509,-83.843048,-88.987251,-96.385475,-89.158714,-88.908752,-90.679504,-92.037941,-91.683044,-90.902672,-91.385818,-92.621849,-93.683105,-94.778954,-96.208199,-96.810936,-96.435555,-96.451042,-96.445709,-96.814011,-96.965309,-95.457306,-96.005447,-100.43187,-99.506737,-97.515999,-98.856354,-98.452606,-100.698242,-105.828461,-96.595955,-93.529854,-93.764008,-94.430824,-94.584969,-95.935326,-94.753578,-92.686325,-92.179085,-93.372299,-96.645439,-98.851395,-101.314636,-124.500526,-99.257141,-96.177284,-96.487999,-96.653969,-96.741692,-98.088646,-100.505585,-100.461945,-97.9813,-97.686699,-98.389755,-97.49617,-97.083717,-97.938629,-98.772537,-99.088295,-99.272621,-99.193466,-99.071228,-99.065155,-99.061508,-99.069267,-99.092705,-99.102287,-99.103966,1
23,'2017/10/15 15:19:34:139',2,-69.87027,-68.206757,-65.015411,-59.612663,-54.951756,-52.937943,-53.674248,-57.303959,-64.558937,-75.917358,-74.991898,-71.853355,-71.946815,-72.527733,-71.713409,-71.581123,-68.002441,-65.985527,-68.313644,-72.642609,-66.988327,-64.862244,-66.113037,-70.424614,-78.364334,-81.165398,-75.662964,-72.778717,-71.665779,-68.124153,-67.698021,-71.0298,-68.743889,-65.989937,-66.824547,-71.660751,-82.534187,-80.399254,-84.064522,-89.967842,-79.728981,-79.087143,-81.859489,-82.268761,-81.495949,-82.379295,-85.578346,-89.171288,-87.427025,-86.071426,-86.392365,-89.622757,-95.286293,-93.557014,-93.992126,-92.066643,-89.856628,-93.430267,-92.088005,-84.726509,-83.843048,-88.987251,-96.385475,-89.158714,-88.908752,-90.679504,-92.037941,-91.683044,-90.902672,-91.385818,-92.621849,-93.683105,-94.778954,-96.208199,-96.810936,-96.435555,-96.451042,-96.445709,-96.814011,-96.965309,-95.457306,-96.005447,-100.43187,-99.506737,-97.515999,-98.856354,-98.452606,-100.698242,-105.828461,-96.595955,-93.529854,-93.764008,-94.430824,-94.584969,-95.935326,-94.753578,-92.686325,-92.179085,-93.372299,-96.645439,-98.851395,-101.314636,-124.500526,-99.257141,-96.177284,-96.487999,-96.653969,-96.741692,-98.088646,-100.505585,-100.461945,-97.9813,-97.686699,-98.389755,-97.49617,-97.083717,-97.938629,-98.772537,-99.088295,-99.272621,-99.193466,-99.071228,-99.065155,-99.061508,-99.069267,-99.092705,-99.102287,-99.103966,1
24,'2017/10/15 15:19:34:764',2,-76.442215,-75.728889,-75.376534,-74.436073,-79.207809,-64.829315,-59.750866,-59.550526,-64.311523,-81.076607,-68.856468,-66.224731,-63.854958,-61.407124,-56.428646,-54.832787,-58.606983,-56.498058,-52.182911,-52.657448,-58.204292,-68.754906,-54.777981,-52.062519,-51.47768,-50.335266,-49.843784,-49.807484,-49.985062,-50.87006,-51.200104,-53.895969,-53.193226,-40.538895,-36.260765,-36.449394,-41.535728,-50.660156,-45.291836,-45.635967,-46.398617,-44.239666,-42.560017,-43.174904,-47.012291,-50.718719,-46.335186,-43.7145,-43.713493,-45.592548,-48.253826,-51.663464,-51.484455,-50.544632,-53.729073,-50.329723,-44.704819,-42.358727,-42.802353,-46.724155,-53.681347,-48.862907,-47.621002,-51.656357,-55.995728,-50.863235,-52.661934,-55.702316,-49.756706,-50.798935,-62.699009,-50.095146,-47.111362,-50.284821,-56.072189,-51.575191,-54.936924,-61.1129,-52.791203,-53.651978,-53.605488,-50.76759,-52.55703,-64.86657,-58.073387,-54.024277,-55.991638,-62.660198,-54.277718,-51.400711,-53.205414,-54.894485,-52.979923,-53.083988,-54.996376,-56.605385,-56.794037,-56.757584,-58.376965,-62.84795,-61.01144,-57.887081,-58.816433,-62.69305,-65.563683,-62.779404,-58.615398,-56.778191,-57.177414,-58.892101,-61.219032,-63.966869,-67.336906,-69.903152,-69.412949,-69.722107,-71.041458,-72.947762,-74.512917,-77.026756,-87.095802,-86.025436,-81.021805,-79.867706,-79.469955,-79.452682,-79.369514,-79.199944,1
25,'2017/10/15 15:19:34:869',2,-76.442215,-75.728889,-75.376534,-74.436073,-79.207809,-64.829315,-59.750866,-59.550526,-64.311523,-81.076607,-68.856468,-66.224731,-63.854958,-61.407124,-56.428646,-54.832787,-58.606983,-56.498058,-52.182911,-52.657448,-58.204292,-68.754906,-54.777981,-52.062519,-51.47768,-50.335266,-49.843784,-49.807484,-49.985062,-50.87006,-51.200104,-53.895969,-53.193226,-40.538895,-36.260765,-36.449394,-41.535728,-50.660156,-45.291836,-45.635967,-46.398617,-44.239666,-42.560017,-43.174904,-47.012291,-50.718719,-46.335186,-43.7145,-43.713493,-45.592548,-48.253826,-51.663464,-51.484455,-50.544632,-53.729073,-50.329723,-44.704819,-42.358727,-42.802353,-46.724155,-53.681347,-48.862907,-47.621002,-51.656357,-55.995728,-50.863235,-52.661934,-55.702316,-49.756706,-50.798935,-62.699009,-50.095146,-47.111362,-50.284821,-56.072189,-51.575191,-54.936924,-61.1129,-52.791203,-53.651978,-53.605488,-50.76759,-52.55703,-64.86657,-58.073387,-54.024277,-55.991638,-62.660198,-54.277718,-51.400711,-53.205414,-54.894485,-52.979923,-53.083988,-54.996376,-56.605385,-56.794037,-56.757584,-58.376965,-62.84795,-61.01144,-57.887081,-58.816433,-62.69305,-65.563683,-62.779404,-58.615398,-56.778191,-57.177414,-58.892101,-61.219032,-63.966869,-67.336906,-69.903152,-69.412949,-69.722107,-71.041458,-72.947762,-74.512917,-77.026756,-87.095802,-86.025436,-81.021805,-79.867706,-79.469955,-79.452682,-79.369514,-79.199944,1
